id,xmin,ymin,xmax,ymax,direction
image_521,-188.40473413467407,225.20655059814453,-117.87700295448303,366.8074312210083,1
image_522,-175.62247395515442,228.91460800170898,-100.9923791885376,354.1384210586548,1
image_524,808.8937282562256,225.03265762329102,884.9156856536865,382.53764295578003,1
image_525,821.8957901000977,221.6445198059082,942.3415660858154,423.0902256965637,0
image_526,850.2496147155762,217.3517837524414,934.8270034790039,434.7252371311188,0
image_529,-162.82243609428406,227.41609001159668,-98.25855374336243,358.9059867858887,0
image_530,-275.75698614120483,222.61855506896973,-168.07672262191772,402.0909824371338,0
image_532,-211.36609554290771,224.49160957336426,-116.09707832336426,401.56298780441284,0
image_533,-205.6749415397644,227.4980297088623,-122.79185056686401,369.9636688232422,1
image_534,-164.93972897529602,227.49336624145508,-98.21916818618774,363.5737099647522,0
image_535,-240.09461402893066,222.87453079223633,-140.18299341201782,409.0231194496155,1
image_537,839.8019599914551,223.73332405090332,871.9569683074951,364.4186201095581,1
image_539,799.1773509979248,227.5130500793457,862.6931762695312,358.3763542175293,1
image_540,879.906005859375,217.0588150024414,931.159029006958,421.4964463710785,1
image_541,869.368143081665,221.36831665039062,988.3247566223145,416.2268319129944,0
image_542,856.2442016601562,220.15281105041504,922.8596305847168,406.0365333557129,0
image_543,-206.89601182937622,223.1698455810547,-107.06376314163208,396.30974197387695,1
image_544,-128.53023290634155,225.69209480285645,-101.47363185882568,346.5258541107178,1
image_545,853.992862701416,223.00339126586914,930.4588222503662,394.7718348503113,1
image_547,820.1593494415283,220.97924613952637,936.4413928985596,434.28624534606934,1
image_548,843.6227989196777,223.45683479309082,967.4629211425781,417.80884170532227,0
image_549,-132.63978481292725,224.7602310180664,-101.87290549278259,351.52152919769287,1
image_550,-154.75887894630432,225.31083488464355,-122.14278817176819,350.4000082015991,0
image_551,-151.10032439231873,224.9082317352295,-110.68013191223145,358.18562412261963,0
image_553,-308.36219787597656,214.60028076171875,-252.86585569381714,445.9204020500183,0
image_555,816.678056716919,223.19937133789062,908.4372425079346,389.8054995536804,0
image_556,-205.5074644088745,228.28083419799805,-114.430171251297,368.2857575416565,1
image_557,826.4196681976318,218.71546173095703,907.4117374420166,423.0631639957428,0
image_558,814.7919273376465,223.99324798583984,884.1866397857666,381.8205633163452,0
image_559,835.0260829925537,222.3850383758545,891.425256729126,380.4077615737915,0
image_562,-202.77474403381348,223.64320182800293,-155.27665257453918,369.2584910392761,0
image_563,-222.67081260681152,216.0016384124756,-154.99401211738586,434.4937410354614,1
image_564,-247.3884630203247,218.30381774902344,-154.09022569656372,426.80165910720825,1
image_565,-156.52315020561218,226.68109321594238,-104.01391983032227,347.76798152923584,0
image_568,-295.17165184020996,222.84892463684082,-156.1268699169159,434.71884989738464,0
image_570,-237.61172533035278,215.94939613342285,-173.02266240119934,438.25052881240845,1
image_571,-245.76581239700317,219.40828704833984,-182.87230253219604,404.42028427124023,0
image_572,-245.97747087478638,223.07912254333496,-133.901549577713,408.09521102905273,0
image_573,834.1653728485107,227.0959129333496,922.0384883880615,380.034140586853,1
image_574,-260.5950593948364,222.72492790222168,-114.60067391395569,448.7776198387146,1
image_575,-172.07656145095825,224.04511833190918,-130.221848487854,363.0053606033325,1
image_577,835.255765914917,224.34689903259277,882.037181854248,365.49784803390503,0
image_578,814.0167903900146,228.5666790008545,891.2635517120361,359.7252335548401,1
image_579,861.5564346313477,222.11092376708984,990.6097412109375,433.84591603279114,1
image_581,-183.31774234771729,217.31762313842773,-133.56019020080566,415.59984588623047,1
image_582,816.2034130096436,228.08977508544922,901.0292816162109,364.72641611099243,0
image_583,-247.79285430908203,222.08929443359375,-138.47435116767883,406.0554804801941,1
image_584,-278.777174949646,214.8769702911377,-186.12303256988525,457.236021399498,0
image_585,-223.1270670890808,225.13322257995605,-115.32360434532166,399.67360401153564,1
image_586,833.8465118408203,215.33667945861816,885.4591655731201,430.02684020996094,1
image_587,820.3717803955078,227.29641342163086,895.6791114807129,368.0171432495117,0
image_588,859.5621585845947,214.58737754821777,918.6908340454102,439.97641229629517,1
image_590,-288.47728729248047,222.61434936523438,-149.25281882286072,435.3954532146454,1
image_591,831.7767906188965,223.41786766052246,964.2545700073242,427.51763010025024,1
image_592,-346.95714712142944,219.38162231445312,-203.56526613235474,446.5168216228485,0
image_593,-305.6418800354004,217.3865737915039,-200.95539093017578,438.14146304130554,0
image_594,-229.24608707427979,221.84296035766602,-144.17338013648987,391.554292678833,0
image_596,-166.87125205993652,223.89468574523926,-128.5492765903473,358.16908740997314,1
image_597,-157.42002725601196,225.61556243896484,-112.2888457775116,360.2266778945923,0
image_598,835.2719020843506,223.41532135009766,870.8341312408447,365.883864402771,0
image_599,-232.1688151359558,225.29990577697754,-124.60951924324036,394.6836724281311,0
image_600,870.9654521942139,216.15458869934082,926.1059188842773,427.2634711265564,1
image_601,801.4013957977295,227.35463523864746,870.019941329956,361.189998626709,0
image_602,-162.1121120452881,225.05586051940918,-129.25387144088745,355.3134431838989,1
image_604,813.0737686157227,227.77068519592285,909.9001407623291,375.78905487060547,0
image_606,883.2357215881348,220.30109786987305,925.9722805023193,394.2065181732178,0
image_608,-329.38084602355957,222.3791732788086,-205.23192644119263,438.4533181190491,1
image_609,831.516637802124,226.65817642211914,908.9943695068359,373.62544202804565,0
image_610,-226.393461227417,223.29238319396973,-132.8521728515625,410.12738132476807,0
image_611,857.9009914398193,223.3599033355713,961.7456531524658,394.8585810661316,0
image_613,792.3587894439697,216.40936279296875,928.714485168457,453.3137288093567,1
image_614,783.554277420044,227.21762084960938,882.312183380127,380.08794927597046,1
image_615,849.1696929931641,213.48473930358887,925.5581474304199,455.6730946302414,1
image_616,-208.7034773826599,224.4017162322998,-144.4136095046997,378.7344923019409,0
image_617,842.944221496582,217.99754524230957,918.145809173584,417.90618085861206,0
image_618,-215.2195930480957,227.09210777282715,-123.19649934768677,377.3733105659485,1
image_619,-139.61514830589294,225.8112850189209,-105.0702702999115,347.38390350341797,0
image_620,-215.11178970336914,223.39380645751953,-92.23974108695984,412.1718039512634,1
image_622,814.7031784057617,228.31201934814453,909.3903923034668,373.5400619506836,1
image_623,-262.68407106399536,216.94371604919434,-149.25086617469788,443.4061493873596,0
image_624,-242.8485131263733,224.12210845947266,-133.28696966171265,399.8864998817444,1
image_626,-150.20236372947693,224.10594367980957,-116.55662655830383,360.11462593078613,0
image_627,849.3121719360352,222.39038848876953,920.9323883056641,386.0292139053345,0
image_628,864.3835258483887,223.01246070861816,937.831506729126,382.5876750946045,0
image_629,822.2737884521484,225.11794471740723,911.8945026397705,395.7677140235901,1
image_634,-258.5486841201782,223.12796020507812,-155.513277053833,410.4743947982788,1
image_636,865.528678894043,214.85156440734863,915.7023811340332,435.0438549518585,1
image_637,-226.58879041671753,220.2909698486328,-157.14515447616577,411.0488452911377,1
image_638,869.4731140136719,218.3639850616455,954.2446517944336,434.41703701019287,1
image_639,802.2222805023193,228.01189804077148,887.6353168487549,361.5105619430542,0
image_640,825.9775543212891,224.7917022705078,936.8462562561035,399.8365035057068,1
image_641,854.6581363677979,220.9589900970459,994.8300361633301,447.0329358577728,1
image_642,890.6801605224609,215.1709690093994,944.3297481536865,433.7203743457794,1
image_643,834.9408531188965,216.0950222015381,936.6943359375,455.8438905477524,1
image_644,855.2913093566895,213.29759979248047,917.3717880249023,448.5672595500946,1
image_645,-252.23156690597534,225.08781814575195,-133.32390904426575,408.125452041626,1
image_646,-212.06331968307495,217.02001953125,-162.3457646369934,424.2526342868805,1
image_647,-240.58419227600098,218.83585357666016,-176.54567956924438,408.5242142677307,0
image_648,830.5211734771729,228.31962966918945,918.8097953796387,365.58233404159546,0
image_649,874.8021697998047,221.95428276062012,972.6154232025146,400.68344497680664,0
image_650,-173.2244074344635,225.60846710205078,-125.05457282066345,357.40848445892334,0
image_651,-203.24726343154907,223.547700881958,-144.63287472724915,378.4208240509033,1
image_652,-166.96629881858826,224.20264625549316,-98.76749753952026,372.77468824386597,1
image_653,821.5662002563477,222.2450771331787,878.1313705444336,385.0320258140564,0
image_654,-206.67353868484497,228.78557586669922,-117.98713445663452,366.46710538864136,1
image_655,802.4439811706543,225.7899990081787,915.03830909729,400.91216230392456,0
image_656,823.0090141296387,226.9966926574707,916.0723114013672,373.6355628967285,1
image_657,-299.6357488632202,219.72643280029297,-201.45632028579712,419.7416236400604,0
image_658,825.6653022766113,220.8882656097412,946.144208908081,423.26281690597534,1
image_659,846.6158866882324,221.81492233276367,881.7117118835449,387.89989376068115,1
image_660,-246.57920837402344,222.54883193969727,-165.9339165687561,400.14919900894165,1
image_661,-200.04642248153687,221.43967056274414,-162.20476627349854,381.3426151275635,1
image_663,-182.80966758728027,222.25237274169922,-148.74907851219177,377.0554437637329,1
image_664,852.7197360992432,224.61351776123047,929.3174457550049,384.3459596633911,0
image_665,-161.0467493534088,227.09825897216797,-92.05816626548767,350.2791872024536,1
image_666,852.2403717041016,224.47369956970215,954.2891120910645,401.3171901702881,1
image_667,-192.74778842926025,223.20103073120117,-159.94628190994263,367.4769320487976,0
image_669,-180.26515245437622,227.72851371765137,-90.76807737350464,372.3046865463257,0
image_670,859.3629455566406,224.0761318206787,930.011043548584,385.4722156524658,0
image_671,-304.2161464691162,221.0893383026123,-191.09213590621948,420.18378043174744,0
image_672,821.7000102996826,228.48368072509766,912.6135063171387,373.1947865486145,1
image_673,825.5389595031738,225.38201713562012,883.324728012085,360.07120275497437,0
image_674,794.6622276306152,226.48943328857422,840.6514263153076,346.0844268798828,1
image_675,795.4966735839844,227.35037231445312,890.0162601470947,376.6861357688904,0
image_676,-192.16506242752075,226.75196075439453,-108.24631690979004,380.65857315063477,0
image_677,-148.21417093276978,229.1712417602539,-90.94604730606079,345.6696071624756,0
image_678,828.6892032623291,214.22265434265137,903.4906482696533,447.589791059494,1
image_679,-316.96189641952515,222.3545684814453,-169.9628734588623,447.4857177734375,0
image_680,-237.66000509262085,220.50325775146484,-106.18726015090942,434.32976508140564,1
image_681,824.3772411346436,224.54943084716797,931.3157558441162,401.9929995536804,1
image_682,790.4540348052979,229.3254508972168,870.1014804840088,350.7161798477173,0
image_684,-196.47284030914307,222.94625663757324,-133.82046103477478,384.60420989990234,1
image_685,-260.7624077796936,218.003324508667,-192.78634786605835,419.40165185928345,0
image_686,843.8119697570801,225.1752223968506,959.3460845947266,404.64382314682007,0
image_687,-205.8841323852539,225.46244049072266,-126.39257669448853,371.0668435096741,0
image_689,-220.00443935394287,215.36128425598145,-174.71776485443115,426.15499997138977,1
image_690,-207.81633138656616,217.96856307983398,-156.72740578651428,411.06520318984985,1
image_693,787.5060939788818,227.5958194732666,888.971529006958,382.67812633514404,1
image_695,-162.99465537071228,229.67852973937988,-90.10778188705444,353.3187093734741,0
image_696,-186.66629791259766,226.8732967376709,-99.95769023895264,370.024272441864,1
image_699,794.8532867431641,223.72711563110352,866.5522956848145,376.94389963150024,1
image_700,-299.6578073501587,222.11464309692383,-159.0130341053009,436.4559235572815,1
image_701,-244.31920051574707,219.08459091186523,-165.71958661079407,419.1244044303894,1
image_702,-156.74209356307983,225.05474472045898,-121.59469485282898,352.9444589614868,1
image_703,-229.13886308670044,219.89609146118164,-146.01012468338013,410.8716764450073,1
image_704,-200.73877573013306,228.35070037841797,-119.307199716568,356.6357078552246,0
image_705,822.6402854919434,219.76534271240234,867.5958251953125,394.6191349029541,1
image_706,-193.22290420532227,224.46777725219727,-149.00508999824524,366.52111434936523,0
image_708,802.1878623962402,226.35888481140137,857.0740127563477,352.096022605896,1
image_709,-181.80572748184204,222.8523292541504,-145.11308670043945,371.2914481163025,0
image_710,828.1464099884033,224.34915924072266,906.9075679779053,376.7376914024353,0
image_712,-239.5159649848938,223.12209510803223,-122.75014758110046,407.4966278076172,0
image_714,-225.92506170272827,226.65634536743164,-122.96414494514465,388.4002652168274,1
image_715,853.0101871490479,217.4011936187744,920.8452701568604,425.5145993232727,0
image_716,844.5909690856934,217.1269645690918,943.2564353942871,436.28373646736145,0
image_717,-225.5746579170227,212.7588405609131,-169.75046396255493,452.4235179424286,1
image_719,870.7097625732422,221.25685119628906,929.192304611206,392.7762713432312,1
image_720,-308.9000129699707,217.57108116149902,-177.229825258255,444.7155430316925,0
image_721,-176.70846819877625,229.76101303100586,-95.86828708648682,357.10415744781494,0
image_722,853.5243988037109,223.61007118225098,966.2709903717041,413.29028511047363,1
image_723,796.452226638794,224.9297752380371,905.3184127807617,404.2036762237549,1
image_724,-231.45081996917725,217.36116790771484,-186.21418476104736,413.56565856933594,1
image_725,878.6703014373779,218.45942878723145,922.4988842010498,404.7875323295593,1
image_727,-182.01614141464233,228.7398567199707,-110.20892143249512,355.56365394592285,0
image_729,-165.96935391426086,226.86002159118652,-118.51611971855164,348.8201656341553,0
image_730,-185.66694974899292,227.18989753723145,-86.24260067939758,380.9214940071106,1
image_731,-232.81861782073975,222.3586883544922,-118.66584062576294,414.4701638221741,1
image_732,829.5270824432373,222.1202220916748,916.1858654022217,403.468150138855,1
image_735,-201.88719034194946,228.41664695739746,-116.58331990242004,370.7978286743164,1
image_736,794.9663257598877,227.88166427612305,867.575740814209,359.036256313324,0
image_737,-181.13476753234863,226.85655975341797,-114.66703176498413,350.6331386566162,0
image_738,782.5636196136475,224.96613883972168,870.1558113098145,380.86869382858276,1
image_739,-228.73820543289185,217.3474349975586,-112.65994548797607,444.56443452835083,1
image_740,797.2663307189941,227.094482421875,862.1615409851074,360.35939359664917,1
image_741,-192.77707815170288,223.65996742248535,-129.8606514930725,372.98322105407715,0
image_742,849.2000770568848,224.05962371826172,898.2996940612793,366.18974351882935,0
image_743,803.2737064361572,228.9610996246338,876.7807388305664,346.8849124908447,0
image_745,-298.5840654373169,223.8421859741211,-177.14086174964905,414.3892183303833,0
image_746,822.6211452484131,225.84069633483887,917.3210620880127,387.387713432312,0
image_747,-190.14439344406128,223.84825134277344,-138.27244520187378,371.76105642318726,0
image_748,-229.11262035369873,219.70074081420898,-187.5727343559265,400.3512659072876,1
image_750,878.0820178985596,216.4285888671875,966.6992855072021,436.2654616832733,0
image_751,848.4688854217529,218.99999046325684,962.1299171447754,428.5131516456604,1
image_753,843.1760501861572,214.25675773620605,958.5385894775391,454.73332726955414,0
image_754,-280.2842116355896,219.175199508667,-152.52266764640808,434.1781702041626,0
image_755,815.7575225830078,221.0523166656494,858.780927658081,385.8972706794739,1
image_758,830.7867336273193,223.69367027282715,939.451732635498,400.42590284347534,0
image_760,874.9207019805908,220.97169303894043,915.4928684234619,385.608829498291,0
image_761,-266.0462737083435,222.37090492248535,-160.44337034225464,426.3998498916626,0
image_763,-275.0760269165039,221.79057502746582,-176.4500641822815,418.38319206237793,1
image_764,812.1593284606934,227.8404083251953,869.827938079834,351.5929546356201,1
image_765,847.5789928436279,218.4954776763916,893.6448383331299,405.80914640426636,1
image_767,822.1302795410156,224.4002285003662,936.2536811828613,405.77377700805664,0
image_769,834.1662311553955,226.36369132995605,936.5800094604492,388.3913745880127,0
image_770,837.7972984313965,225.10103607177734,879.2397880554199,358.0465211868286,0
image_771,844.8682880401611,222.5648536682129,888.6670017242432,373.68488693237305,1
image_773,-216.51679515838623,225.76676750183105,-111.77343249320984,402.2927417755127,0
image_774,-192.2069263458252,226.21094131469727,-129.2421019077301,356.6479244232178,0
image_775,-267.7248215675354,215.1497974395752,-167.13296055793762,453.2472440004349,0
image_776,821.5204524993896,224.2596950531006,881.7519664764404,375.0474491119385,1
image_777,-179.8155176639557,223.26302909851074,-147.21774101257324,366.053759098053,0
image_778,821.9353580474854,227.58245849609375,917.7366542816162,378.80276346206665,1
image_779,-189.6277356147766,224.52207946777344,-129.17345881462097,363.5498561859131,0
image_780,-219.23400163650513,223.96014595031738,-97.1507477760315,414.6298017501831,1
image_781,838.0699825286865,225.6270351409912,910.4156398773193,373.9631929397583,0
image_782,844.390811920166,225.19670867919922,927.4283123016357,390.9054055213928,0
image_783,-181.28904819488525,223.30431365966797,-146.86720848083496,369.4392147064209,1
image_784,906.6362571716309,218.38366889953613,1009.883451461792,443.6900165081024,0
image_785,-181.25619649887085,227.6445713043213,-106.38780355453491,355.7835807800293,0
image_786,-273.97529125213623,215.58138275146484,-224.21005725860596,430.79749965667725,1
image_787,867.581148147583,221.14160919189453,955.673303604126,413.55533742904663,1
image_788,-203.76638889312744,226.84860610961914,-120.22225141525269,364.9566140174866,0
image_791,791.4865779876709,226.11017608642578,890.149040222168,379.2907967567444,1
image_793,-226.94666147232056,219.81483840942383,-165.50189852714539,405.20853900909424,0
image_794,847.5380516052246,220.16883277893066,963.4305095672607,439.84343910217285,0
image_795,-227.80033349990845,223.25853729248047,-107.16459274291992,414.2782964706421,1
image_796,-178.75499367713928,223.2745304107666,-86.86978161334991,386.42531538009644,1
image_797,-286.8480062484741,222.5102653503418,-182.5849199295044,406.17017889022827,0
image_798,-183.94265413284302,225.87336921691895,-98.08231115341187,373.07121896743774,1
image_800,-273.9276337623596,214.22128105163574,-223.3743667602539,440.3649892807007,1
image_801,-247.78096675872803,224.76532363891602,-150.0792396068573,400.56394720077515,0
image_802,866.3172054290771,216.96448707580566,958.051586151123,429.5058479309082,0
image_803,833.9891624450684,225.18074417114258,872.4447441101074,356.2354221343994,0
image_804,815.172929763794,226.96979904174805,922.7464199066162,393.8174476623535,1
image_805,795.9198188781738,228.4149875640869,854.5196914672852,347.5451936721802,1
image_807,850.0188159942627,222.94479751586914,949.423885345459,410.54030561447144,0
image_808,817.7402973175049,219.50536155700684,914.970588684082,416.41419315338135,1
image_809,813.8481330871582,226.6707363128662,876.1110019683838,352.6022090911865,1
image_811,802.099027633667,227.69747161865234,881.872730255127,366.5646662712097,1
image_812,-186.82197332382202,229.84518432617188,-114.91720676422119,351.46726989746094,1
image_813,932.9444789886475,214.01872062683105,984.4411754608154,440.1260437965393,0
image_814,-186.17839336395264,227.6665153503418,-100.4696273803711,375.9447374343872,0
image_815,-286.48558616638184,214.07911682128906,-199.18612003326416,451.55040168762207,0
image_816,-175.79057335853577,221.74279594421387,-131.67308449745178,381.5834918022156,1
image_817,-151.38256788253784,226.89870262145996,-101.640465259552,346.99328804016113,0
image_819,851.9300079345703,224.8847999572754,947.7581691741943,401.53307580947876,0
image_821,-249.45627450942993,214.53739547729492,-197.1751070022583,439.3641641139984,0
image_823,-188.7184238433838,223.69412803649902,-140.3619933128357,368.2761731147766,1
image_824,810.4698371887207,224.57855606079102,917.1927452087402,401.66432523727417,1
image_826,-239.1665267944336,224.39579391479492,-123.1656539440155,414.02302169799805,0
image_827,-248.72918128967285,225.90707206726074,-140.5122184753418,400.7431974411011,0
image_828,815.4160022735596,227.5647201538086,901.5484714508057,365.3060522079468,0
image_829,-222.57732152938843,222.78363609313965,-119.9172306060791,402.72050762176514,0
image_830,-166.05998039245605,229.5312442779541,-87.55299925804138,353.22948837280273,0
image_831,801.5092849731445,227.16720962524414,902.2991466522217,382.9634346961975,1
image_833,818.6938762664795,224.83212852478027,930.8353614807129,398.7333574295044,0
image_834,-197.34902143478394,219.9046173095703,-159.607754945755,393.5526313781738,1
image_835,-227.2303318977356,223.22414779663086,-139.9325931072235,397.03805112838745,0
image_836,863.4064292907715,216.9178810119629,908.4210205078125,416.70764112472534,1
image_837,839.1081047058105,218.44294929504395,890.1730728149414,405.82018995285034,0
image_839,836.9168472290039,224.73250770568848,932.8553867340088,403.20395612716675,1
image_841,856.4231586456299,220.91513061523438,898.6641311645508,387.7732148170471,1
image_842,-201.7361068725586,221.52198219299316,-135.38545489311218,394.5620789527893,1
image_843,818.2485008239746,226.53320693969727,864.2467975616455,347.0723524093628,1
image_844,-177.20782041549683,222.13203811645508,-119.58149313926697,386.9897952079773,1
image_845,803.2283878326416,228.11738395690918,891.6091918945312,366.3153281211853,0
image_846,-187.2065806388855,229.66502571105957,-112.27176547050476,352.2165288925171,1
image_847,-242.45285511016846,223.88052368164062,-124.74055051803589,419.2080714702606,0
image_848,920.6489753723145,215.0252571105957,967.912073135376,428.26857709884644,0
image_849,838.6423873901367,218.5815372467041,903.8044452667236,415.44888401031494,1
image_850,803.6537647247314,229.1789093017578,887.9612159729004,358.11142349243164,0
image_851,-170.04306077957153,223.53116416931152,-116.7638111114502,371.63697385787964,1
image_852,-265.1301383972168,220.11355781555176,-168.6533224582672,433.2263185977936,1
image_853,807.2541904449463,225.7772102355957,873.3695697784424,362.1033229827881,1
image_854,-193.68276357650757,227.80613327026367,-114.43884015083313,370.2929940223694,0
image_855,-283.31090211868286,216.8735637664795,-218.53418111801147,424.028258562088,0
image_856,883.3617210388184,219.17245292663574,994.3581390380859,445.23013734817505,0
image_857,-201.99186086654663,222.46088409423828,-128.38252902030945,388.13898944854736,1
image_858,826.0175514221191,223.58203315734863,868.1328678131104,366.5971817970276,1
image_859,-284.72062826156616,224.8664035797119,-167.7701997756958,411.1233606338501,1
image_864,-227.75870561599731,219.9939670562744,-170.889630317688,397.99527072906494,0
image_867,-187.8655457496643,224.29500007629395,-145.50297260284424,363.4565725326538,0
image_868,859.7767353057861,214.63578605651855,936.1732578277588,447.470675945282,0
image_869,819.2362403869629,226.28941917419434,921.8621063232422,387.2244062423706,1
image_870,-161.81161880493164,229.5652618408203,-82.8440648317337,355.23266220092773,0
image_872,802.1662330627441,229.5056667327881,879.4029521942139,348.60453033447266,1
image_873,-216.378436088562,226.04062461853027,-134.51303958892822,384.8959770202637,1
image_876,-253.37429523468018,219.98546981811523,-178.80745768547058,417.29561710357666,1
image_877,831.3943290710449,226.63065338134766,911.7485046386719,373.42366123199463,0
image_878,-178.6244022846222,221.69664764404297,-141.94855213165283,380.69065952301025,1
image_879,-162.92566895484924,222.8698387145996,-129.53428030014038,369.3410816192627,1
image_880,-198.3583688735962,220.10949516296387,-146.71194076538086,396.99248933792114,0
image_881,-191.40988111495972,227.68648529052734,-123.63138198852539,351.57946491241455,0
image_882,-253.51640939712524,224.73064804077148,-152.75453925132751,391.06916332244873,0
image_884,-270.0779986381531,224.8012294769287,-160.23110032081604,397.8660526275635,0
image_885,-182.40873098373413,226.9904556274414,-94.81438279151917,367.84421586990356,1
image_886,823.6160087585449,221.11405754089355,913.6078548431396,415.20031118392944,1
image_887,818.5224723815918,226.58788108825684,873.9763069152832,356.9759693145752,0
image_888,-201.9172739982605,215.04385375976562,-129.91292238235474,434.5657207965851,1
image_889,821.3026142120361,226.89438247680664,892.565860748291,369.9532117843628,0
image_890,-139.07076716423035,225.9248104095459,-106.68153762817383,346.28564262390137,0
image_891,-202.9856300354004,223.24806594848633,-140.7308828830719,373.4778060913086,1
image_892,807.5293636322021,224.37479400634766,928.013505935669,409.3304362297058,0
image_893,811.5085601806641,230.30549430847168,882.9006385803223,347.9614152908325,0
image_894,846.9356060028076,223.57416534423828,937.8301334381104,400.8570375442505,0
image_895,836.4026355743408,223.70391273498535,915.9572124481201,382.5100555419922,1
image_896,817.5321578979492,228.1722297668457,896.7810916900635,361.6398801803589,1
image_897,795.9800720214844,228.2630100250244,855.3509616851807,349.75589179992676,1
image_899,-213.95451307296753,225.40456199645996,-122.54703998565674,380.52899742126465,0
image_900,831.5802383422852,224.89166641235352,860.9312438964844,352.19560050964355,1
image_901,889.7594547271729,219.36797523498535,1017.2014617919922,439.1139783859253,0
image_903,814.8085784912109,225.70119285583496,841.6283512115479,346.35663890838623,1
image_904,889.0801906585693,220.06955528259277,1031.8553352355957,442.98940205574036,0
image_905,847.1259784698486,224.3325366973877,938.0590438842773,385.3083291053772,0
image_906,-172.48497605323792,228.8021697998047,-98.65917921066284,348.93128776550293,1
image_907,-181.12399578094482,229.42518615722656,-107.03550338745117,351.36963748931885,1
image_908,896.2996673583984,219.42110443115234,1018.0058670043945,434.81772327423096,0
image_910,827.7187156677246,222.28424453735352,936.7634296417236,428.56379532814026,0
image_911,-217.78013706207275,225.4927101135254,-141.93472266197205,375.1743998527527,1
image_912,-209.49262619018555,225.70207977294922,-127.75497794151306,370.19247913360596,0
image_913,-219.3012499809265,221.63885498046875,-156.90366983413696,394.13240337371826,1
image_914,811.8414115905762,227.49665641784668,908.007230758667,380.4862322807312,0
image_915,915.7820320129395,213.04239654541016,975.3249263763428,446.83886551856995,1
image_916,810.644416809082,222.81041526794434,894.3193817138672,403.94394540786743,1
image_917,870.9853649139404,223.43629264831543,990.3334522247314,411.08229780197144,0
image_918,844.7668361663818,219.7324981689453,938.1975746154785,417.91345500946045,0
image_920,822.8506565093994,223.13740158081055,917.9128646850586,393.9412941932678,0
image_921,-264.27687406539917,223.36945915222168,-134.1418218612671,428.105988740921,0
image_922,-281.7004609107971,222.6878204345703,-177.58827567100525,414.3270125389099,0
image_923,884.4019031524658,217.76334190368652,938.688268661499,414.56225299835205,1
image_924,835.107364654541,217.50072860717773,902.1330642700195,418.6458125114441,1
image_927,-238.57131242752075,220.91201210021973,-159.2859971523285,409.3027844429016,1
image_928,853.0393695831299,219.83930015563965,986.6283130645752,442.9574980735779,1
image_929,824.622631072998,222.26410293579102,973.5254859924316,449.85088431835175,1
image_930,-212.46962070465088,217.2071590423584,-148.36897730827332,424.16239762306213,0
image_932,844.5858192443848,223.78765487670898,962.7799987792969,414.41534662246704,1
image_933,814.5843887329102,226.81661987304688,918.3566951751709,389.29143810272217,0
image_935,-185.9981918334961,223.83128547668457,-136.41188263893127,370.14806175231934,1
image_936,861.4276885986328,221.24188804626465,990.089693069458,432.99741888046265,1
image_938,857.1742630004883,223.1042137145996,911.0371398925781,374.00436305999756,0
image_939,828.5999393463135,220.23875617980957,914.6639156341553,406.4422836303711,0
image_940,814.5565795898438,226.21139907836914,855.3110504150391,349.1350927352905,0
image_941,870.2251625061035,221.82164573669434,947.969913482666,402.62952709198,0
image_942,-255.80317497253418,222.93815994262695,-120.37428975105286,436.0495581626892,1
image_943,-165.69915890693665,225.5501880645752,-136.05056762695312,349.7025337219238,0
image_945,-219.34165477752686,220.1708641052246,-172.28197574615479,395.0371732711792,0
image_947,-175.61811804771423,224.94061851501465,-124.57360982894897,363.5890522003174,0
image_949,-182.48170852661133,225.01572036743164,-140.85723638534546,355.18579864501953,0
image_951,830.3610992431641,223.8736572265625,876.8088912963867,361.38260984420776,1
image_952,817.0890140533447,224.21595001220703,855.2614402770996,359.7345962524414,0
image_953,850.0609588623047,225.13920211791992,922.1506690979004,369.0438857078552,0
image_954,-205.88320970535278,220.84772491455078,-151.10254526138306,391.11049795150757,1
image_955,899.1922473907471,216.0609474182129,957.3536109924316,427.0699336528778,1
image_958,839.97971534729,218.13118362426758,915.0465488433838,417.42825412750244,1
image_959,-261.455340385437,217.91497611999512,-176.91176891326904,433.01795387268066,1
image_961,-222.9323387145996,224.39233207702637,-122.663254737854,405.7953062057495,1
image_963,-265.44777631759644,217.2368278503418,-209.8401117324829,424.5618751049042,1
image_964,-168.72418642044067,229.21621704101562,-90.80829977989197,350.4065456390381,0
image_965,794.7742366790771,226.44105339050293,899.7891998291016,389.3533434867859,1
image_966,835.1286506652832,225.426420211792,934.1608715057373,392.57070684432983,1
image_968,860.5286979675293,220.1332130432129,971.9982147216797,421.8456163406372,0
image_969,839.7503757476807,219.1220989227295,900.3085613250732,409.1058888435364,0
image_970,879.7546005249023,222.66504669189453,999.6385288238525,432.2969081401825,0
image_971,-181.23177766799927,228.9302864074707,-114.7002911567688,354.4075860977173,1
image_972,-177.46779084205627,229.0771713256836,-113.18694591522217,351.31592178344727,1
image_974,810.2362060546875,226.1368408203125,879.4570255279541,373.85796451568604,1
image_975,-300.33129930496216,220.5334987640381,-173.37918162345886,443.7102224826813,0
image_976,804.9777889251709,228.95017051696777,880.8953762054443,348.8219680786133,0
image_977,-183.60808610916138,225.37778282165527,-100.48670768737793,381.2997856140137,1
image_978,-187.03221559524536,224.44903755187988,-124.08175706863403,375.76591634750366,0
