id,xmin,ymin,xmax,ymax,direction,split,image_path
image_553,-308.36219787597656,214.60028076171875,-252.86585569381717,445.9204020500183,0,train,data\train_data\image_553.png
image_555,816.678056716919,223.19937133789065,908.4372425079346,389.8054995536804,0,val,data\train_data\image_555.png
image_556,-205.5074644088745,228.28083419799805,-114.430171251297,368.2857575416565,1,train,data\train_data\image_556.png
image_557,826.4196681976318,218.71546173095703,907.4117374420166,423.0631639957428,0,val,data\train_data\image_557.png
image_558,814.7919273376465,223.99324798583984,884.1866397857666,381.8205633163452,0,train,data\train_data\image_558.png
image_559,835.0260829925537,222.3850383758545,891.425256729126,380.4077615737915,0,train,data\train_data\image_559.png
image_562,-202.77474403381348,223.64320182800293,-155.27665257453918,369.2584910392761,0,train,data\train_data\image_562.png
image_563,-222.67081260681152,216.0016384124756,-154.99401211738586,434.4937410354614,1,train,data\train_data\image_563.png
image_564,-247.3884630203247,218.30381774902344,-154.09022569656372,426.80165910720825,1,train,data\train_data\image_564.png
image_565,-156.52315020561218,226.6810932159424,-104.01391983032228,347.76798152923584,0,val,data\train_data\image_565.png
image_568,-295.17165184021,222.8489246368408,-156.1268699169159,434.71884989738464,0,val,data\train_data\image_568.png
image_570,-237.6117253303528,215.94939613342285,-173.02266240119934,438.2505288124085,1,train,data\train_data\image_570.png
image_571,-245.7658123970032,219.40828704833984,-182.87230253219604,404.4202842712402,0,train,data\train_data\image_571.png
image_572,-245.9774708747864,223.07912254333496,-133.901549577713,408.09521102905273,0,train,data\train_data\image_572.png
image_573,834.1653728485107,227.0959129333496,922.0384883880616,380.034140586853,1,train,data\train_data\image_573.png
image_574,-260.5950593948364,222.72492790222168,-114.60067391395567,448.7776198387146,1,train,data\train_data\image_574.png
image_575,-172.07656145095825,224.0451183319092,-130.221848487854,363.0053606033325,1,train,data\train_data\image_575.png
image_577,835.255765914917,224.3468990325928,882.037181854248,365.497848033905,0,train,data\train_data\image_577.png
image_578,814.0167903900146,228.5666790008545,891.2635517120361,359.7252335548401,1,val,data\train_data\image_578.png
image_579,861.5564346313477,222.11092376708984,990.6097412109376,433.8459160327912,1,train,data\train_data\image_579.png
image_581,-183.31774234771729,217.3176231384277,-133.56019020080566,415.59984588623047,1,val,data\train_data\image_581.png
image_582,816.2034130096436,228.0897750854492,901.0292816162108,364.7264161109924,0,train,data\train_data\image_582.png
image_583,-247.79285430908203,222.08929443359372,-138.47435116767883,406.0554804801941,1,train,data\train_data\image_583.png
image_584,-278.777174949646,214.8769702911377,-186.12303256988525,457.236021399498,0,train,data\train_data\image_584.png
image_585,-223.1270670890808,225.13322257995603,-115.32360434532166,399.6736040115357,1,train,data\train_data\image_585.png
image_586,833.8465118408203,215.33667945861816,885.4591655731201,430.02684020996094,1,train,data\train_data\image_586.png
image_587,820.3717803955078,227.2964134216309,895.6791114807129,368.0171432495117,0,train,data\train_data\image_587.png
image_588,859.5621585845947,214.58737754821777,918.6908340454102,439.9764122962952,1,train,data\train_data\image_588.png
image_590,-288.47728729248047,222.6143493652344,-149.25281882286072,435.3954532146454,1,train,data\train_data\image_590.png
image_591,831.7767906188965,223.4178676605225,964.2545700073242,427.51763010025024,1,train,data\train_data\image_591.png
image_592,-346.95714712142944,219.38162231445312,-203.56526613235476,446.5168216228485,0,train,data\train_data\image_592.png
image_593,-305.6418800354004,217.3865737915039,-200.95539093017575,438.1414630413056,0,val,data\train_data\image_593.png
image_594,-229.24608707427976,221.842960357666,-144.17338013648987,391.554292678833,0,train,data\train_data\image_594.png
image_596,-166.87125205993652,223.8946857452393,-128.5492765903473,358.16908740997314,1,train,data\train_data\image_596.png
image_597,-157.42002725601196,225.61556243896484,-112.2888457775116,360.2266778945923,0,val,data\train_data\image_597.png
image_598,835.2719020843506,223.41532135009768,870.8341312408447,365.883864402771,0,val,data\train_data\image_598.png
image_599,-232.1688151359558,225.29990577697757,-124.60951924324036,394.6836724281311,0,train,data\train_data\image_599.png
image_600,870.9654521942139,216.1545886993408,926.1059188842772,427.2634711265564,1,train,data\train_data\image_600.png
image_601,801.4013957977295,227.35463523864743,870.019941329956,361.189998626709,0,train,data\train_data\image_601.png
image_602,-162.1121120452881,225.0558605194092,-129.25387144088745,355.3134431838989,1,train,data\train_data\image_602.png
image_604,813.0737686157227,227.77068519592285,909.9001407623292,375.7890548706055,0,train,data\train_data\image_604.png
image_606,883.2357215881348,220.30109786987305,925.9722805023192,394.2065181732178,0,train,data\train_data\image_606.png
image_608,-329.3808460235596,222.3791732788086,-205.23192644119263,438.4533181190491,1,train,data\train_data\image_608.png
image_609,831.516637802124,226.65817642211917,908.994369506836,373.62544202804565,0,train,data\train_data\image_609.png
image_610,-226.393461227417,223.29238319396973,-132.8521728515625,410.12738132476807,0,train,data\train_data\image_610.png
image_611,857.9009914398193,223.3599033355713,961.7456531524658,394.8585810661316,0,train,data\train_data\image_611.png
image_613,792.3587894439697,216.40936279296875,928.714485168457,453.3137288093567,1,train,data\train_data\image_613.png
image_614,783.554277420044,227.21762084960935,882.312183380127,380.08794927597046,1,train,data\train_data\image_614.png
image_615,849.1696929931641,213.48473930358887,925.55814743042,455.6730946302414,1,train,data\train_data\image_615.png
image_616,-208.7034773826599,224.4017162322998,-144.4136095046997,378.7344923019409,0,train,data\train_data\image_616.png
image_617,842.944221496582,217.9975452423096,918.145809173584,417.90618085861206,0,train,data\train_data\image_617.png
image_618,-215.2195930480957,227.09210777282715,-123.19649934768675,377.3733105659485,1,train,data\train_data\image_618.png
image_619,-139.61514830589294,225.8112850189209,-105.0702702999115,347.383903503418,0,train,data\train_data\image_619.png
image_620,-215.11178970336917,223.39380645751956,-92.23974108695984,412.1718039512634,1,train,data\train_data\image_620.png
image_622,814.7031784057617,228.31201934814453,909.3903923034668,373.5400619506836,1,train,data\train_data\image_622.png
image_623,-262.68407106399536,216.94371604919436,-149.25086617469788,443.4061493873596,0,train,data\train_data\image_623.png
image_624,-242.8485131263733,224.12210845947263,-133.28696966171265,399.8864998817444,1,train,data\train_data\image_624.png
image_626,-150.20236372947693,224.1059436798096,-116.55662655830383,360.11462593078613,0,train,data\train_data\image_626.png
image_627,849.3121719360352,222.39038848876956,920.932388305664,386.0292139053345,0,val,data\train_data\image_627.png
image_628,864.3835258483887,223.01246070861816,937.831506729126,382.5876750946045,0,train,data\train_data\image_628.png
image_629,822.2737884521484,225.11794471740723,911.8945026397704,395.7677140235901,1,val,data\train_data\image_629.png
image_634,-258.5486841201782,223.12796020507807,-155.513277053833,410.4743947982788,1,train,data\train_data\image_634.png
image_636,865.528678894043,214.85156440734863,915.7023811340332,435.0438549518585,1,train,data\train_data\image_636.png
image_637,-226.58879041671756,220.2909698486328,-157.14515447616577,411.0488452911377,1,train,data\train_data\image_637.png
image_638,869.4731140136719,218.3639850616455,954.2446517944336,434.41703701019287,1,train,data\train_data\image_638.png
image_639,802.2222805023193,228.01189804077148,887.6353168487549,361.5105619430542,0,train,data\train_data\image_639.png
image_640,825.9775543212891,224.7917022705078,936.8462562561036,399.8365035057068,1,train,data\train_data\image_640.png
image_641,854.6581363677979,220.9589900970459,994.83003616333,447.0329358577728,1,train,data\train_data\image_641.png
image_642,890.6801605224609,215.1709690093994,944.3297481536864,433.7203743457794,1,train,data\train_data\image_642.png
image_643,834.9408531188965,216.0950222015381,936.6943359375,455.8438905477524,1,train,data\train_data\image_643.png
image_644,855.2913093566895,213.29759979248047,917.3717880249023,448.5672595500946,1,train,data\train_data\image_644.png
image_645,-252.2315669059753,225.08781814575195,-133.32390904426575,408.125452041626,1,train,data\train_data\image_645.png
image_646,-212.06331968307492,217.02001953125,-162.3457646369934,424.2526342868805,1,val,data\train_data\image_646.png
image_647,-240.58419227600095,218.83585357666016,-176.54567956924438,408.5242142677307,0,train,data\train_data\image_647.png
image_648,830.5211734771729,228.31962966918945,918.8097953796388,365.58233404159546,0,train,data\train_data\image_648.png
image_649,874.8021697998047,221.9542827606201,972.6154232025146,400.6834449768066,0,train,data\train_data\image_649.png
image_650,-173.2244074344635,225.6084671020508,-125.05457282066344,357.40848445892334,0,train,data\train_data\image_650.png
image_651,-203.24726343154907,223.547700881958,-144.63287472724917,378.4208240509033,1,train,data\train_data\image_651.png
image_652,-166.96629881858826,224.2026462554932,-98.76749753952026,372.774688243866,1,val,data\train_data\image_652.png
image_653,821.5662002563477,222.2450771331787,878.1313705444336,385.0320258140564,0,train,data\train_data\image_653.png
image_654,-206.67353868484497,228.7855758666992,-117.98713445663452,366.46710538864136,1,train,data\train_data\image_654.png
image_655,802.4439811706543,225.7899990081787,915.03830909729,400.91216230392456,0,train,data\train_data\image_655.png
image_656,823.0090141296387,226.9966926574707,916.0723114013672,373.6355628967285,1,train,data\train_data\image_656.png
image_657,-299.6357488632202,219.72643280029297,-201.45632028579712,419.7416236400604,0,train,data\train_data\image_657.png
image_658,825.6653022766113,220.8882656097412,946.144208908081,423.26281690597534,1,val,data\train_data\image_658.png
image_659,846.6158866882324,221.81492233276367,881.7117118835449,387.8998937606812,1,val,data\train_data\image_659.png
image_660,-246.57920837402344,222.5488319396973,-165.9339165687561,400.1491990089417,1,train,data\train_data\image_660.png
image_661,-200.0464224815369,221.4396705627441,-162.20476627349854,381.3426151275635,1,val,data\train_data\image_661.png
image_663,-182.80966758728027,222.2523727416992,-148.74907851219177,377.0554437637329,1,train,data\train_data\image_663.png
image_664,852.7197360992432,224.61351776123047,929.3174457550048,384.3459596633911,0,val,data\train_data\image_664.png
image_665,-161.0467493534088,227.098258972168,-92.05816626548769,350.2791872024536,1,val,data\train_data\image_665.png
image_666,852.2403717041016,224.47369956970212,954.2891120910645,401.3171901702881,1,train,data\train_data\image_666.png
image_667,-192.74778842926025,223.2010307312012,-159.94628190994263,367.4769320487976,0,val,data\train_data\image_667.png
image_669,-180.26515245437625,227.72851371765137,-90.76807737350464,372.3046865463257,0,val,data\train_data\image_669.png
image_670,859.3629455566406,224.0761318206787,930.011043548584,385.4722156524658,0,val,data\train_data\image_670.png
image_671,-304.2161464691162,221.0893383026123,-191.09213590621948,420.1837804317474,0,train,data\train_data\image_671.png
image_672,821.7000102996826,228.48368072509768,912.6135063171388,373.1947865486145,1,train,data\train_data\image_672.png
image_673,825.5389595031738,225.3820171356201,883.324728012085,360.0712027549744,0,train,data\train_data\image_673.png
image_674,794.6622276306152,226.48943328857425,840.6514263153076,346.0844268798828,1,val,data\train_data\image_674.png
image_675,795.4966735839844,227.35037231445312,890.0162601470947,376.6861357688904,0,train,data\train_data\image_675.png
image_676,-192.16506242752075,226.75196075439453,-108.24631690979004,380.6585731506348,0,train,data\train_data\image_676.png
image_677,-148.21417093276978,229.1712417602539,-90.9460473060608,345.6696071624756,0,train,data\train_data\image_677.png
image_678,828.6892032623291,214.22265434265137,903.4906482696532,447.589791059494,1,train,data\train_data\image_678.png
image_679,-316.96189641952515,222.3545684814453,-169.9628734588623,447.4857177734375,0,train,data\train_data\image_679.png
image_680,-237.66000509262085,220.50325775146484,-106.18726015090942,434.3297650814056,1,train,data\train_data\image_680.png
image_681,824.3772411346436,224.549430847168,931.3157558441162,401.9929995536804,1,train,data\train_data\image_681.png
image_682,790.4540348052979,229.3254508972168,870.1014804840088,350.7161798477173,0,train,data\train_data\image_682.png
image_684,-196.47284030914307,222.94625663757324,-133.82046103477478,384.6042098999024,1,train,data\train_data\image_684.png
image_685,-260.7624077796936,218.003324508667,-192.78634786605835,419.40165185928345,0,val,data\train_data\image_685.png
image_686,843.8119697570801,225.1752223968506,959.3460845947266,404.64382314682007,0,val,data\train_data\image_686.png
image_687,-205.8841323852539,225.46244049072263,-126.39257669448853,371.0668435096741,0,train,data\train_data\image_687.png
image_689,-220.00443935394287,215.36128425598145,-174.71776485443115,426.15499997138977,1,train,data\train_data\image_689.png
image_690,-207.81633138656616,217.968563079834,-156.72740578651428,411.06520318984985,1,train,data\train_data\image_690.png
image_693,787.5060939788818,227.5958194732666,888.971529006958,382.678126335144,1,val,data\train_data\image_693.png
image_695,-162.99465537071228,229.67852973937988,-90.10778188705444,353.3187093734741,0,train,data\train_data\image_695.png
image_696,-186.66629791259768,226.8732967376709,-99.95769023895264,370.024272441864,1,train,data\train_data\image_696.png
image_699,794.8532867431641,223.72711563110352,866.5522956848145,376.9438996315002,1,train,data\train_data\image_699.png
image_700,-299.6578073501587,222.11464309692383,-159.0130341053009,436.4559235572815,1,train,data\train_data\image_700.png
image_701,-244.31920051574707,219.08459091186523,-165.71958661079407,419.1244044303894,1,train,data\train_data\image_701.png
image_702,-156.74209356307983,225.05474472045896,-121.59469485282898,352.9444589614868,1,train,data\train_data\image_702.png
image_703,-229.13886308670044,219.89609146118164,-146.01012468338013,410.8716764450073,1,train,data\train_data\image_703.png
image_704,-200.73877573013303,228.350700378418,-119.307199716568,356.6357078552246,0,train,data\train_data\image_704.png
image_705,822.6402854919434,219.76534271240237,867.5958251953125,394.6191349029541,1,train,data\train_data\image_705.png
image_706,-193.2229042053223,224.4677772521973,-149.00508999824524,366.5211143493652,0,train,data\train_data\image_706.png
image_708,802.1878623962402,226.35888481140137,857.0740127563477,352.096022605896,1,train,data\train_data\image_708.png
image_709,-181.80572748184204,222.8523292541504,-145.11308670043945,371.2914481163025,0,train,data\train_data\image_709.png
image_710,828.1464099884033,224.34915924072263,906.9075679779052,376.7376914024353,0,train,data\train_data\image_710.png
image_712,-239.5159649848938,223.12209510803223,-122.75014758110046,407.4966278076172,0,train,data\train_data\image_712.png
image_714,-225.92506170272827,226.65634536743164,-122.96414494514464,388.4002652168274,1,train,data\train_data\image_714.png
image_715,853.0101871490479,217.4011936187744,920.8452701568604,425.5145993232727,0,train,data\train_data\image_715.png
image_716,844.5909690856934,217.1269645690918,943.2564353942872,436.2837364673615,0,train,data\train_data\image_716.png
image_717,-225.5746579170227,212.7588405609131,-169.75046396255493,452.4235179424286,1,train,data\train_data\image_717.png
image_719,870.7097625732422,221.25685119628903,929.192304611206,392.7762713432312,1,train,data\train_data\image_719.png
image_720,-308.9000129699707,217.57108116149905,-177.229825258255,444.7155430316925,0,train,data\train_data\image_720.png
image_721,-176.70846819877625,229.76101303100583,-95.86828708648682,357.10415744781494,0,train,data\train_data\image_721.png
image_722,853.5243988037109,223.61007118225095,966.270990371704,413.2902851104736,1,train,data\train_data\image_722.png
image_723,796.452226638794,224.9297752380371,905.3184127807616,404.2036762237549,1,train,data\train_data\image_723.png
image_724,-231.45081996917725,217.36116790771484,-186.21418476104736,413.565658569336,1,train,data\train_data\image_724.png
image_725,878.6703014373779,218.45942878723145,922.4988842010498,404.7875323295593,1,train,data\train_data\image_725.png
image_727,-182.01614141464236,228.7398567199707,-110.20892143249512,355.56365394592285,0,train,data\train_data\image_727.png
image_729,-165.96935391426086,226.86002159118647,-118.51611971855164,348.8201656341553,0,train,data\train_data\image_729.png
image_730,-185.6669497489929,227.18989753723145,-86.24260067939758,380.9214940071106,1,val,data\train_data\image_730.png
image_731,-232.81861782073972,222.3586883544922,-118.66584062576294,414.4701638221741,1,train,data\train_data\image_731.png
image_732,829.5270824432373,222.1202220916748,916.1858654022216,403.468150138855,1,val,data\train_data\image_732.png
image_735,-201.88719034194943,228.41664695739743,-116.58331990242004,370.7978286743164,1,train,data\train_data\image_735.png
image_736,794.9663257598877,227.88166427612305,867.575740814209,359.036256313324,0,train,data\train_data\image_736.png
image_737,-181.13476753234863,226.856559753418,-114.66703176498412,350.6331386566162,0,train,data\train_data\image_737.png
image_738,782.5636196136475,224.96613883972168,870.1558113098145,380.8686938285828,1,train,data\train_data\image_738.png
image_739,-228.73820543289185,217.3474349975586,-112.65994548797607,444.5644345283508,1,train,data\train_data\image_739.png
image_740,797.2663307189941,227.094482421875,862.1615409851074,360.3593935966492,1,train,data\train_data\image_740.png
image_741,-192.77707815170288,223.65996742248532,-129.8606514930725,372.9832210540772,0,train,data\train_data\image_741.png
image_742,849.2000770568848,224.0596237182617,898.2996940612793,366.18974351882935,0,val,data\train_data\image_742.png
image_743,803.2737064361572,228.9610996246338,876.7807388305664,346.8849124908447,0,val,data\train_data\image_743.png
image_745,-298.5840654373169,223.8421859741211,-177.14086174964905,414.3892183303833,0,train,data\train_data\image_745.png
image_746,822.6211452484131,225.84069633483887,917.3210620880128,387.387713432312,0,train,data\train_data\image_746.png
image_747,-190.14439344406128,223.84825134277344,-138.27244520187378,371.76105642318726,0,val,data\train_data\image_747.png
image_748,-229.11262035369876,219.70074081420896,-187.5727343559265,400.3512659072876,1,train,data\train_data\image_748.png
image_750,878.0820178985596,216.4285888671875,966.699285507202,436.2654616832733,0,train,data\train_data\image_750.png
image_751,848.4688854217529,218.99999046325684,962.1299171447754,428.5131516456604,1,train,data\train_data\image_751.png
image_753,843.1760501861572,214.25675773620603,958.5385894775392,454.7333272695541,0,train,data\train_data\image_753.png
image_754,-280.2842116355896,219.175199508667,-152.52266764640808,434.1781702041626,0,val,data\train_data\image_754.png
image_755,815.7575225830078,221.0523166656494,858.780927658081,385.8972706794739,1,train,data\train_data\image_755.png
image_758,830.7867336273193,223.69367027282715,939.451732635498,400.42590284347534,0,train,data\train_data\image_758.png
image_760,874.9207019805908,220.97169303894043,915.492868423462,385.608829498291,0,train,data\train_data\image_760.png
image_761,-266.0462737083435,222.37090492248532,-160.44337034225464,426.3998498916626,0,train,data\train_data\image_761.png
image_763,-275.0760269165039,221.79057502746585,-176.4500641822815,418.38319206237793,1,train,data\train_data\image_763.png
image_764,812.1593284606934,227.8404083251953,869.827938079834,351.5929546356201,1,val,data\train_data\image_764.png
image_765,847.5789928436279,218.4954776763916,893.6448383331299,405.8091464042664,1,train,data\train_data\image_765.png
image_767,822.1302795410156,224.4002285003662,936.2536811828612,405.77377700805664,0,train,data\train_data\image_767.png
image_769,834.1662311553955,226.36369132995603,936.5800094604492,388.3913745880127,0,train,data\train_data\image_769.png
image_770,837.7972984313965,225.10103607177732,879.2397880554199,358.0465211868286,0,train,data\train_data\image_770.png
image_771,844.8682880401611,222.5648536682129,888.6670017242432,373.68488693237305,1,train,data\train_data\image_771.png
image_773,-216.51679515838623,225.76676750183103,-111.77343249320984,402.2927417755127,0,train,data\train_data\image_773.png
image_774,-192.2069263458252,226.2109413146973,-129.2421019077301,356.6479244232178,0,train,data\train_data\image_774.png
image_775,-267.7248215675354,215.1497974395752,-167.13296055793762,453.2472440004349,0,train,data\train_data\image_775.png
image_776,821.5204524993896,224.2596950531006,881.7519664764404,375.0474491119385,1,val,data\train_data\image_776.png
image_777,-179.8155176639557,223.26302909851077,-147.21774101257324,366.053759098053,0,train,data\train_data\image_777.png
image_778,821.9353580474854,227.58245849609372,917.7366542816162,378.80276346206665,1,val,data\train_data\image_778.png
image_779,-189.6277356147766,224.52207946777344,-129.17345881462097,363.5498561859131,0,train,data\train_data\image_779.png
image_780,-219.23400163650516,223.96014595031735,-97.1507477760315,414.6298017501831,1,train,data\train_data\image_780.png
image_781,838.0699825286865,225.6270351409912,910.4156398773192,373.9631929397583,0,val,data\train_data\image_781.png
image_782,844.390811920166,225.1967086791992,927.4283123016356,390.9054055213928,0,train,data\train_data\image_782.png
image_783,-181.28904819488525,223.304313659668,-146.86720848083496,369.4392147064209,1,train,data\train_data\image_783.png
image_784,906.6362571716307,218.38366889953613,1009.883451461792,443.6900165081024,0,train,data\train_data\image_784.png
image_785,-181.25619649887085,227.6445713043213,-106.38780355453493,355.7835807800293,0,train,data\train_data\image_785.png
image_786,-273.97529125213623,215.58138275146484,-224.210057258606,430.7974996566773,1,val,data\train_data\image_786.png
image_787,867.581148147583,221.14160919189453,955.673303604126,413.5553374290466,1,train,data\train_data\image_787.png
image_788,-203.76638889312744,226.84860610961917,-120.22225141525269,364.9566140174866,0,train,data\train_data\image_788.png
image_791,791.4865779876709,226.11017608642575,890.149040222168,379.2907967567444,1,train,data\train_data\image_791.png
image_793,-226.94666147232056,219.81483840942383,-165.5018985271454,405.20853900909424,0,train,data\train_data\image_793.png
image_794,847.5380516052246,220.16883277893064,963.4305095672609,439.8434391021729,0,train,data\train_data\image_794.png
image_795,-227.80033349990845,223.25853729248047,-107.16459274291992,414.2782964706421,1,train,data\train_data\image_795.png
image_796,-178.75499367713928,223.2745304107666,-86.86978161334991,386.4253153800965,1,train,data\train_data\image_796.png
image_797,-286.8480062484741,222.5102653503418,-182.5849199295044,406.1701788902282,0,val,data\train_data\image_797.png
image_798,-183.94265413284305,225.87336921691892,-98.08231115341188,373.07121896743774,1,val,data\train_data\image_798.png
image_800,-273.9276337623596,214.2212810516357,-223.3743667602539,440.3649892807007,1,train,data\train_data\image_800.png
image_801,-247.78096675872803,224.765323638916,-150.0792396068573,400.5639472007752,0,train,data\train_data\image_801.png
image_802,866.3172054290771,216.9644870758057,958.051586151123,429.5058479309082,0,train,data\train_data\image_802.png
image_803,833.9891624450684,225.18074417114255,872.4447441101074,356.2354221343994,0,train,data\train_data\image_803.png
image_804,815.172929763794,226.96979904174805,922.7464199066162,393.8174476623535,1,train,data\train_data\image_804.png
image_805,795.9198188781738,228.4149875640869,854.5196914672852,347.5451936721802,1,train,data\train_data\image_805.png
image_807,850.0188159942627,222.94479751586917,949.423885345459,410.5403056144714,0,train,data\train_data\image_807.png
image_808,817.7402973175049,219.50536155700684,914.970588684082,416.41419315338135,1,train,data\train_data\image_808.png
image_809,813.8481330871582,226.6707363128662,876.1110019683838,352.6022090911865,1,train,data\train_data\image_809.png
image_811,802.099027633667,227.69747161865237,881.872730255127,366.5646662712097,1,train,data\train_data\image_811.png
image_812,-186.821973323822,229.84518432617188,-114.9172067642212,351.46726989746094,1,val,data\train_data\image_812.png
image_813,932.9444789886476,214.01872062683103,984.4411754608154,440.1260437965393,0,train,data\train_data\image_813.png
image_814,-186.17839336395264,227.6665153503418,-100.4696273803711,375.9447374343872,0,train,data\train_data\image_814.png
image_815,-286.48558616638184,214.07911682128903,-199.18612003326416,451.55040168762207,0,train,data\train_data\image_815.png
image_816,-175.79057335853577,221.74279594421387,-131.67308449745178,381.5834918022156,1,train,data\train_data\image_816.png
image_817,-151.38256788253784,226.89870262146,-101.640465259552,346.99328804016113,0,train,data\train_data\image_817.png
image_819,851.9300079345703,224.8847999572754,947.7581691741944,401.5330758094788,0,train,data\train_data\image_819.png
image_821,-249.45627450942996,214.5373954772949,-197.1751070022583,439.3641641139984,0,train,data\train_data\image_821.png
image_823,-188.7184238433838,223.69412803649905,-140.3619933128357,368.2761731147766,1,val,data\train_data\image_823.png
image_824,810.4698371887207,224.57855606079104,917.1927452087402,401.66432523727417,1,train,data\train_data\image_824.png
image_826,-239.1665267944336,224.3957939147949,-123.1656539440155,414.0230216979981,0,train,data\train_data\image_826.png
image_827,-248.72918128967285,225.90707206726077,-140.5122184753418,400.7431974411011,0,train,data\train_data\image_827.png
image_828,815.4160022735596,227.5647201538086,901.5484714508056,365.3060522079468,0,val,data\train_data\image_828.png
image_829,-222.57732152938843,222.78363609313965,-119.9172306060791,402.72050762176514,0,train,data\train_data\image_829.png
image_830,-166.05998039245603,229.5312442779541,-87.55299925804138,353.22948837280273,0,train,data\train_data\image_830.png
image_831,801.5092849731445,227.1672096252441,902.2991466522216,382.9634346961975,1,train,data\train_data\image_831.png
image_833,818.6938762664795,224.83212852478027,930.8353614807128,398.7333574295044,0,train,data\train_data\image_833.png
image_834,-197.34902143478396,219.9046173095703,-159.607754945755,393.5526313781738,1,train,data\train_data\image_834.png
image_835,-227.2303318977356,223.2241477966309,-139.9325931072235,397.03805112838745,0,train,data\train_data\image_835.png
image_836,863.4064292907715,216.9178810119629,908.4210205078124,416.7076411247253,1,val,data\train_data\image_836.png
image_837,839.1081047058105,218.44294929504397,890.1730728149414,405.8201899528504,0,val,data\train_data\image_837.png
image_839,836.9168472290039,224.73250770568848,932.8553867340088,403.2039561271668,1,val,data\train_data\image_839.png
image_841,856.4231586456299,220.9151306152344,898.6641311645508,387.7732148170471,1,train,data\train_data\image_841.png
image_842,-201.7361068725586,221.5219821929932,-135.38545489311218,394.5620789527893,1,train,data\train_data\image_842.png
image_843,818.2485008239746,226.5332069396973,864.2467975616455,347.0723524093628,1,train,data\train_data\image_843.png
image_844,-177.20782041549683,222.13203811645508,-119.58149313926695,386.9897952079773,1,val,data\train_data\image_844.png
image_845,803.2283878326416,228.1173839569092,891.6091918945312,366.3153281211853,0,train,data\train_data\image_845.png
image_846,-187.2065806388855,229.6650257110596,-112.27176547050476,352.2165288925171,1,train,data\train_data\image_846.png
image_847,-242.45285511016849,223.88052368164065,-124.74055051803587,419.2080714702606,0,val,data\train_data\image_847.png
image_848,920.6489753723145,215.0252571105957,967.912073135376,428.2685770988464,0,train,data\train_data\image_848.png
image_849,838.6423873901367,218.5815372467041,903.8044452667236,415.4488840103149,1,train,data\train_data\image_849.png
image_850,803.6537647247314,229.1789093017578,887.9612159729004,358.11142349243164,0,train,data\train_data\image_850.png
image_851,-170.04306077957153,223.53116416931152,-116.7638111114502,371.6369738578797,1,train,data\train_data\image_851.png
image_852,-265.1301383972168,220.11355781555176,-168.6533224582672,433.2263185977936,1,train,data\train_data\image_852.png
image_853,807.2541904449463,225.7772102355957,873.3695697784424,362.1033229827881,1,train,data\train_data\image_853.png
image_854,-193.6827635765076,227.80613327026367,-114.43884015083312,370.2929940223694,0,train,data\train_data\image_854.png
image_855,-283.31090211868286,216.8735637664795,-218.53418111801147,424.028258562088,0,train,data\train_data\image_855.png
image_856,883.3617210388184,219.1724529266357,994.358139038086,445.2301373481751,0,train,data\train_data\image_856.png
image_857,-201.99186086654663,222.46088409423828,-128.38252902030945,388.13898944854736,1,train,data\train_data\image_857.png
image_858,826.0175514221191,223.58203315734863,868.1328678131104,366.5971817970276,1,train,data\train_data\image_858.png
image_859,-284.72062826156616,224.8664035797119,-167.7701997756958,411.1233606338501,1,train,data\train_data\image_859.png
image_864,-227.7587056159973,219.9939670562744,-170.889630317688,397.99527072906494,0,train,data\train_data\image_864.png
image_867,-187.8655457496643,224.29500007629397,-145.50297260284424,363.4565725326538,0,train,data\train_data\image_867.png
image_868,859.7767353057861,214.63578605651853,936.1732578277588,447.470675945282,0,train,data\train_data\image_868.png
image_869,819.2362403869629,226.28941917419436,921.8621063232422,387.2244062423706,1,train,data\train_data\image_869.png
image_870,-161.81161880493164,229.5652618408203,-82.8440648317337,355.23266220092773,0,train,data\train_data\image_870.png
image_872,802.1662330627441,229.5056667327881,879.4029521942139,348.60453033447266,1,train,data\train_data\image_872.png
image_873,-216.378436088562,226.04062461853027,-134.51303958892822,384.8959770202637,1,train,data\train_data\image_873.png
image_876,-253.37429523468015,219.98546981811523,-178.80745768547058,417.2956171035767,1,train,data\train_data\image_876.png
image_877,831.3943290710449,226.63065338134768,911.748504638672,373.4236612319946,0,train,data\train_data\image_877.png
image_878,-178.6244022846222,221.69664764404297,-141.94855213165283,380.6906595230103,1,train,data\train_data\image_878.png
image_879,-162.92566895484924,222.8698387145996,-129.53428030014038,369.3410816192627,1,train,data\train_data\image_879.png
image_880,-198.3583688735962,220.10949516296387,-146.71194076538086,396.99248933792114,0,train,data\train_data\image_880.png
image_881,-191.4098811149597,227.68648529052732,-123.6313819885254,351.5794649124145,0,train,data\train_data\image_881.png
image_882,-253.51640939712524,224.73064804077148,-152.75453925132751,391.06916332244873,0,train,data\train_data\image_882.png
image_884,-270.0779986381531,224.8012294769287,-160.23110032081604,397.8660526275635,0,train,data\train_data\image_884.png
image_885,-182.40873098373413,226.9904556274414,-94.81438279151917,367.8442158699036,1,val,data\train_data\image_885.png
image_886,823.6160087585449,221.11405754089355,913.6078548431396,415.20031118392944,1,train,data\train_data\image_886.png
image_887,818.5224723815918,226.58788108825684,873.9763069152832,356.9759693145752,0,val,data\train_data\image_887.png
image_888,-201.9172739982605,215.0438537597656,-129.91292238235474,434.5657207965851,1,train,data\train_data\image_888.png
